"Dzien symulacji: ","1","Liczba roslin: ","99","Liczba zwierzat: ","107","Liczba wolnych pol : ","710","Najpopularniejszy genotyp: ","[3, 1, 1, 0, 3, 5, 1, 1]","Sredni poziom energii zyjacych: ","17,69","Srednia dlugosc zycia martwych: ","0,00"
"Dzien symulacji: ","307","Liczba roslin: ","210","Liczba zwierzat: ","84","Liczba wolnych pol : ","614","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","55,05","Srednia dlugosc zycia martwych: ","30,52"
"Dzien symulacji: ","308","Liczba roslin: ","206","Liczba zwierzat: ","85","Liczba wolnych pol : ","617","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","54,34","Srednia dlugosc zycia martwych: ","30,46"
"Dzien symulacji: ","309","Liczba roslin: ","205","Liczba zwierzat: ","85","Liczba wolnych pol : ","620","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","54,16","Srednia dlugosc zycia martwych: ","30,42"
"Dzien symulacji: ","310","Liczba roslin: ","205","Liczba zwierzat: ","84","Liczba wolnych pol : ","617","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","54,40","Srednia dlugosc zycia martwych: ","30,39"
"Dzien symulacji: ","311","Liczba roslin: ","205","Liczba zwierzat: ","86","Liczba wolnych pol : ","617","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","52,49","Srednia dlugosc zycia martwych: ","30,39"
"Dzien symulacji: ","312","Liczba roslin: ","206","Liczba zwierzat: ","85","Liczba wolnych pol : ","616","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","52,81","Srednia dlugosc zycia martwych: ","30,32"
"Dzien symulacji: ","313","Liczba roslin: ","205","Liczba zwierzat: ","85","Liczba wolnych pol : ","613","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","52,75","Srednia dlugosc zycia martwych: ","30,32"
"Dzien symulacji: ","314","Liczba roslin: ","206","Liczba zwierzat: ","84","Liczba wolnych pol : ","616","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","52,86","Srednia dlugosc zycia martwych: ","30,35"
"Dzien symulacji: ","315","Liczba roslin: ","203","Liczba zwierzat: ","86","Liczba wolnych pol : ","620","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","51,79","Srednia dlugosc zycia martwych: ","30,29"
"Dzien symulacji: ","316","Liczba roslin: ","203","Liczba zwierzat: ","90","Liczba wolnych pol : ","619","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","49,27","Srednia dlugosc zycia martwych: ","30,29"
"Dzien symulacji: ","317","Liczba roslin: ","201","Liczba zwierzat: ","91","Liczba wolnych pol : ","618","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","48,60","Srednia dlugosc zycia martwych: ","30,23"
"Dzien symulacji: ","318","Liczba roslin: ","203","Liczba zwierzat: ","93","Liczba wolnych pol : ","614","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","46,99","Srednia dlugosc zycia martwych: ","30,13"
"Dzien symulacji: ","319","Liczba roslin: ","199","Liczba zwierzat: ","99","Liczba wolnych pol : ","616","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","44,25","Srednia dlugosc zycia martwych: ","30,13"
"Dzien symulacji: ","320","Liczba roslin: ","201","Liczba zwierzat: ","99","Liczba wolnych pol : ","614","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","43,76","Srednia dlugosc zycia martwych: ","30,07"
"Dzien symulacji: ","321","Liczba roslin: ","200","Liczba zwierzat: ","95","Liczba wolnych pol : ","618","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","45,23","Srednia dlugosc zycia martwych: ","29,92"
"Dzien symulacji: ","322","Liczba roslin: ","198","Liczba zwierzat: ","93","Liczba wolnych pol : ","623","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","46,24","Srednia dlugosc zycia martwych: ","29,82"
"Dzien symulacji: ","323","Liczba roslin: ","193","Liczba zwierzat: ","97","Liczba wolnych pol : ","630","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","44,57","Srednia dlugosc zycia martwych: ","29,82"
"Dzien symulacji: ","324","Liczba roslin: ","197","Liczba zwierzat: ","98","Liczba wolnych pol : ","615","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","43,32","Srednia dlugosc zycia martwych: ","29,85"
"Dzien symulacji: ","325","Liczba roslin: ","191","Liczba zwierzat: ","97","Liczba wolnych pol : ","622","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","44,10","Srednia dlugosc zycia martwych: ","29,74"
"Dzien symulacji: ","326","Liczba roslin: ","193","Liczba zwierzat: ","98","Liczba wolnych pol : ","617","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","43,06","Srednia dlugosc zycia martwych: ","29,74"
"Dzien symulacji: ","327","Liczba roslin: ","192","Liczba zwierzat: ","97","Liczba wolnych pol : ","619","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","43,23","Srednia dlugosc zycia martwych: ","29,74"
"Dzien symulacji: ","328","Liczba roslin: ","189","Liczba zwierzat: ","96","Liczba wolnych pol : ","624","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","43,72","Srednia dlugosc zycia martwych: ","29,63"
"Dzien symulacji: ","329","Liczba roslin: ","186","Liczba zwierzat: ","97","Liczba wolnych pol : ","633","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","43,20","Srednia dlugosc zycia martwych: ","29,46"
"Dzien symulacji: ","330","Liczba roslin: ","183","Liczba zwierzat: ","101","Liczba wolnych pol : ","632","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","41,28","Srednia dlugosc zycia martwych: ","29,60"
"Dzien symulacji: ","331","Liczba roslin: ","180","Liczba zwierzat: ","100","Liczba wolnych pol : ","627","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","41,59","Srednia dlugosc zycia martwych: ","29,49"
"Dzien symulacji: ","332","Liczba roslin: ","175","Liczba zwierzat: ","103","Liczba wolnych pol : ","634","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","40,45","Srednia dlugosc zycia martwych: ","29,49"
"Dzien symulacji: ","333","Liczba roslin: ","174","Liczba zwierzat: ","101","Liczba wolnych pol : ","638","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","40,94","Srednia dlugosc zycia martwych: ","30,03"
"Dzien symulacji: ","334","Liczba roslin: ","179","Liczba zwierzat: ","101","Liczba wolnych pol : ","633","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","40,04","Srednia dlugosc zycia martwych: ","29,94"
"Dzien symulacji: ","335","Liczba roslin: ","177","Liczba zwierzat: ","104","Liczba wolnych pol : ","633","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","38,75","Srednia dlugosc zycia martwych: ","29,94"
"Dzien symulacji: ","336","Liczba roslin: ","178","Liczba zwierzat: ","104","Liczba wolnych pol : ","632","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","38,33","Srednia dlugosc zycia martwych: ","29,94"
"Dzien symulacji: ","337","Liczba roslin: ","179","Liczba zwierzat: ","104","Liczba wolnych pol : ","632","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","37,90","Srednia dlugosc zycia martwych: ","29,95"
"Dzien symulacji: ","338","Liczba roslin: ","181","Liczba zwierzat: ","103","Liczba wolnych pol : ","632","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","37,76","Srednia dlugosc zycia martwych: ","29,86"
"Dzien symulacji: ","339","Liczba roslin: ","184","Liczba zwierzat: ","102","Liczba wolnych pol : ","620","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","37,42","Srednia dlugosc zycia martwych: ","29,81"
"Dzien symulacji: ","340","Liczba roslin: ","185","Liczba zwierzat: ","98","Liczba wolnych pol : ","628","Najpopularniejszy genotyp: ","[5, 2, 0, 3, 2, 0, 4, 5]","Sredni poziom energii zyjacych: ","38,56","Srednia dlugosc zycia martwych: ","29,65"
"Dzien symulacji: ","341","Liczba roslin: ","185","Liczba zwierzat: ","96","Liczba wolnych pol : ","626","Najpopularniejszy genotyp: ","[1, 5, 3, 7, 4, 2, 1, 1]","Sredni poziom energii zyjacych: ","38,89","Srednia dlugosc zycia martwych: ","30,59"
"Dzien symulacji: ","342","Liczba roslin: ","183","Liczba zwierzat: ","92","Liczba wolnych pol : ","636","Najpopularniejszy genotyp: ","[1, 5, 3, 7, 4, 2, 1, 1]","Sredni poziom energii zyjacych: ","40,37","Srednia dlugosc zycia martwych: ","31,74"
"Dzien symulacji: ","343","Liczba roslin: ","184","Liczba zwierzat: ","91","Liczba wolnych pol : ","630","Najpopularniejszy genotyp: ","[1, 5, 3, 7, 4, 2, 1, 1]","Sredni poziom energii zyjacych: ","40,47","Srednia dlugosc zycia martwych: ","31,66"
"Dzien symulacji: ","344","Liczba roslin: ","183","Liczba zwierzat: ","92","Liczba wolnych pol : ","640","Najpopularniejszy genotyp: ","[1, 5, 3, 7, 4, 2, 1, 1]","Sredni poziom energii zyjacych: ","39,90","Srednia dlugosc zycia martwych: ","31,59"
"Dzien symulacji: ","345","Liczba roslin: ","185","Liczba zwierzat: ","91","Liczba wolnych pol : ","637","Najpopularniejszy genotyp: ","[1, 5, 3, 7, 4, 2, 1, 1]","Sredni poziom energii zyjacych: ","39,78","Srednia dlugosc zycia martwych: ","31,50"
"Dzien symulacji: ","346","Liczba roslin: ","184","Liczba zwierzat: ","91","Liczba wolnych pol : ","634","Najpopularniejszy genotyp: ","[1, 5, 3, 7, 4, 2, 1, 1]","Sredni poziom energii zyjacych: ","39,66","Srednia dlugosc zycia martwych: ","31,46"
"Dzien symulacji: ","347","Liczba roslin: ","182","Liczba zwierzat: ","90","Liczba wolnych pol : ","636","Najpopularniejszy genotyp: ","[1, 5, 3, 7, 4, 2, 1, 1]","Sredni poziom energii zyjacych: ","39,99","Srednia dlugosc zycia martwych: ","31,38"
"Dzien symulacji: ","348","Liczba roslin: ","180","Liczba zwierzat: ","92","Liczba wolnych pol : ","637","Najpopularniejszy genotyp: ","[1, 5, 3, 7, 4, 2, 1, 1]","Sredni poziom energii zyjacych: ","38,77","Srednia dlugosc zycia martwych: ","31,38"
"Dzien symulacji: ","349","Liczba roslin: ","180","Liczba zwierzat: ","90","Liczba wolnych pol : ","638","Najpopularniejszy genotyp: ","[1, 5, 3, 7, 4, 2, 1, 1]","Sredni poziom energii zyjacych: ","39,00","Srednia dlugosc zycia martwych: ","31,32"
"Dzien symulacji: ","350","Liczba roslin: ","177","Liczba zwierzat: ","86","Liczba wolnych pol : ","643","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","40,78","Srednia dlugosc zycia martwych: ","31,54"
"Dzien symulacji: ","351","Liczba roslin: ","178","Liczba zwierzat: ","85","Liczba wolnych pol : ","645","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","40,96","Srednia dlugosc zycia martwych: ","31,58"
"Dzien symulacji: ","352","Liczba roslin: ","178","Liczba zwierzat: ","82","Liczba wolnych pol : ","644","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","42,32","Srednia dlugosc zycia martwych: ","31,96"
"Dzien symulacji: ","353","Liczba roslin: ","173","Liczba zwierzat: ","77","Liczba wolnych pol : ","653","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","45,36","Srednia dlugosc zycia martwych: ","32,11"
"Dzien symulacji: ","354","Liczba roslin: ","172","Liczba zwierzat: ","76","Liczba wolnych pol : ","657","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","45,75","Srednia dlugosc zycia martwych: ","31,97"
"Dzien symulacji: ","355","Liczba roslin: ","174","Liczba zwierzat: ","77","Liczba wolnych pol : ","654","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","44,42","Srednia dlugosc zycia martwych: ","31,94"
"Dzien symulacji: ","356","Liczba roslin: ","174","Liczba zwierzat: ","73","Liczba wolnych pol : ","658","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","46,71","Srednia dlugosc zycia martwych: ","32,17"
"Dzien symulacji: ","357","Liczba roslin: ","175","Liczba zwierzat: ","72","Liczba wolnych pol : ","655","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","47,06","Srednia dlugosc zycia martwych: ","32,48"
"Dzien symulacji: ","358","Liczba roslin: ","176","Liczba zwierzat: ","71","Liczba wolnych pol : ","656","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","47,56","Srednia dlugosc zycia martwych: ","32,42"
"Dzien symulacji: ","359","Liczba roslin: ","177","Liczba zwierzat: ","69","Liczba wolnych pol : ","660","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","48,67","Srednia dlugosc zycia martwych: ","32,52"
"Dzien symulacji: ","360","Liczba roslin: ","179","Liczba zwierzat: ","71","Liczba wolnych pol : ","656","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","47,00","Srednia dlugosc zycia martwych: ","32,52"
"Dzien symulacji: ","361","Liczba roslin: ","183","Liczba zwierzat: ","72","Liczba wolnych pol : ","657","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","45,49","Srednia dlugosc zycia martwych: ","32,53"
"Dzien symulacji: ","362","Liczba roslin: ","183","Liczba zwierzat: ","72","Liczba wolnych pol : ","653","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","45,32","Srednia dlugosc zycia martwych: ","32,53"
"Dzien symulacji: ","363","Liczba roslin: ","182","Liczba zwierzat: ","72","Liczba wolnych pol : ","651","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","45,29","Srednia dlugosc zycia martwych: ","32,66"
"Dzien symulacji: ","364","Liczba roslin: ","185","Liczba zwierzat: ","72","Liczba wolnych pol : ","648","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","44,85","Srednia dlugosc zycia martwych: ","32,72"
"Dzien symulacji: ","365","Liczba roslin: ","185","Liczba zwierzat: ","74","Liczba wolnych pol : ","653","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","43,58","Srednia dlugosc zycia martwych: ","32,71"
"Dzien symulacji: ","366","Liczba roslin: ","186","Liczba zwierzat: ","72","Liczba wolnych pol : ","646","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","44,63","Srednia dlugosc zycia martwych: ","32,68"
"Dzien symulacji: ","367","Liczba roslin: ","189","Liczba zwierzat: ","71","Liczba wolnych pol : ","647","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","44,82","Srednia dlugosc zycia martwych: ","32,76"
"Dzien symulacji: ","368","Liczba roslin: ","191","Liczba zwierzat: ","70","Liczba wolnych pol : ","644","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","45,03","Srednia dlugosc zycia martwych: ","32,72"
"Dzien symulacji: ","369","Liczba roslin: ","189","Liczba zwierzat: ","69","Liczba wolnych pol : ","645","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","45,70","Srednia dlugosc zycia martwych: ","32,74"
"Dzien symulacji: ","370","Liczba roslin: ","188","Liczba zwierzat: ","68","Liczba wolnych pol : ","645","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","46,10","Srednia dlugosc zycia martwych: ","32,69"
"Dzien symulacji: ","371","Liczba roslin: ","190","Liczba zwierzat: ","66","Liczba wolnych pol : ","648","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","47,11","Srednia dlugosc zycia martwych: ","32,58"
"Dzien symulacji: ","372","Liczba roslin: ","191","Liczba zwierzat: ","66","Liczba wolnych pol : ","649","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","46,82","Srednia dlugosc zycia martwych: ","32,62"
"Dzien symulacji: ","373","Liczba roslin: ","188","Liczba zwierzat: ","66","Liczba wolnych pol : ","652","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","47,18","Srednia dlugosc zycia martwych: ","32,57"
"Dzien symulacji: ","374","Liczba roslin: ","189","Liczba zwierzat: ","62","Liczba wolnych pol : ","653","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","50,03","Srednia dlugosc zycia martwych: ","32,76"
"Dzien symulacji: ","375","Liczba roslin: ","187","Liczba zwierzat: ","62","Liczba wolnych pol : ","654","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","50,32","Srednia dlugosc zycia martwych: ","32,75"
"Dzien symulacji: ","376","Liczba roslin: ","184","Liczba zwierzat: ","62","Liczba wolnych pol : ","657","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","50,94","Srednia dlugosc zycia martwych: ","32,86"
"Dzien symulacji: ","377","Liczba roslin: ","187","Liczba zwierzat: ","63","Liczba wolnych pol : ","652","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","49,76","Srednia dlugosc zycia martwych: ","32,86"
"Dzien symulacji: ","378","Liczba roslin: ","189","Liczba zwierzat: ","65","Liczba wolnych pol : ","654","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","47,85","Srednia dlugosc zycia martwych: ","32,87"
"Dzien symulacji: ","379","Liczba roslin: ","189","Liczba zwierzat: ","67","Liczba wolnych pol : ","651","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","46,16","Srednia dlugosc zycia martwych: ","32,87"
"Dzien symulacji: ","380","Liczba roslin: ","190","Liczba zwierzat: ","65","Liczba wolnych pol : ","646","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","47,20","Srednia dlugosc zycia martwych: ","32,84"
"Dzien symulacji: ","381","Liczba roslin: ","189","Liczba zwierzat: ","64","Liczba wolnych pol : ","650","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","48,22","Srednia dlugosc zycia martwych: ","33,01"
"Dzien symulacji: ","382","Liczba roslin: ","188","Liczba zwierzat: ","65","Liczba wolnych pol : ","653","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","47,40","Srednia dlugosc zycia martwych: ","32,98"
"Dzien symulacji: ","383","Liczba roslin: ","191","Liczba zwierzat: ","66","Liczba wolnych pol : ","649","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","46,29","Srednia dlugosc zycia martwych: ","32,98"
"Dzien symulacji: ","384","Liczba roslin: ","189","Liczba zwierzat: ","67","Liczba wolnych pol : ","653","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","45,64","Srednia dlugosc zycia martwych: ","32,93"
"Dzien symulacji: ","385","Liczba roslin: ","190","Liczba zwierzat: ","67","Liczba wolnych pol : ","651","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","45,54","Srednia dlugosc zycia martwych: ","32,87"
"Dzien symulacji: ","386","Liczba roslin: ","191","Liczba zwierzat: ","68","Liczba wolnych pol : ","646","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","44,75","Srednia dlugosc zycia martwych: ","32,87"
"Dzien symulacji: ","387","Liczba roslin: ","191","Liczba zwierzat: ","69","Liczba wolnych pol : ","646","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","44,12","Srednia dlugosc zycia martwych: ","32,87"
"Dzien symulacji: ","388","Liczba roslin: ","192","Liczba zwierzat: ","68","Liczba wolnych pol : ","649","Najpopularniejszy genotyp: ","[7, 5, 4, 0, 0, 4, 3, 2]","Sredni poziom energii zyjacych: ","44,35","Srednia dlugosc zycia martwych: ","33,01"
"Dzien symulacji: ","389","Liczba roslin: ","191","Liczba zwierzat: ","67","Liczba wolnych pol : ","646","Najpopularniejszy genotyp: ","[3, 4, 6, 2, 3, 0, 3, 1]","Sredni poziom energii zyjacych: ","44,91","Srednia dlugosc zycia martwych: ","33,08"
